iteration,min_c5,best_program_id,best_found_iteration,combined_score,runtime_s
23,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
24,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
25,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
26,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
27,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
28,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
29,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
30,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
31,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
32,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
33,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
34,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
35,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
36,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
37,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
38,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
39,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
40,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
41,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
42,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
43,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
44,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
45,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
46,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
47,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
48,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
49,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
50,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
51,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
52,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
53,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
54,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
55,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
56,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
57,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
58,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
59,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
60,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
61,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
62,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
63,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
64,0.40930339292579776,6baed2b8-2e23-433d-a2f4-675065d4a9e5,11,2.4431753873819835,0.6032648086547852
65,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
66,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
67,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
68,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
69,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
70,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
71,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
72,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
73,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
74,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
75,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
76,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
77,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
78,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
79,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
80,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
81,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
82,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
83,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
84,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
85,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
86,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
87,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
88,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
89,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
90,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
91,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
92,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
93,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
94,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
95,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
96,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
97,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
98,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
99,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
100,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
101,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
102,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
103,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
104,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
105,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
106,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
107,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
108,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
109,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
110,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
111,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
112,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
113,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
114,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
115,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
116,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
117,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
118,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
119,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
120,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
121,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
122,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
123,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
124,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
125,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
126,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
127,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
128,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
129,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
130,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
131,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
132,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
133,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
134,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
135,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
136,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
137,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
138,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
139,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
140,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
141,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
142,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
143,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
144,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
145,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
146,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
147,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
148,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
149,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
150,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
151,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
152,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
153,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
154,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
155,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
156,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
157,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
158,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
159,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
160,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
161,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
162,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
163,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
164,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
165,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
166,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
167,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
168,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
169,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
170,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
171,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
172,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
173,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
174,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
175,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
176,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
177,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
178,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
179,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
180,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
181,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
182,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
183,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
184,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
185,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
186,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
187,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
188,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
189,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
190,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
191,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
192,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
193,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
194,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
195,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
196,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
197,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
198,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
199,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
200,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
201,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
202,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
203,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
204,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
205,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
206,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
207,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
208,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
209,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
210,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
211,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
212,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
213,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
214,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
215,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
216,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
217,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
218,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
219,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
220,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
221,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
222,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
223,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
224,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
225,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
226,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
227,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
228,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
229,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
230,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
231,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
232,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
233,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
234,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
235,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
236,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
237,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
238,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
239,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
240,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
241,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
242,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
243,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
244,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
245,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
246,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
247,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
248,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
249,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
250,0.4078858184648272,b24c2678-7100-4037-928c-581033473b3a,68,2.4516664473579084,0.593360424041748
251,0.40770596283748894,1dd92c3f-644e-4c20-8224-03e65e553dcb,251,2.4527479767842366,0.6287367343902588
252,0.40770596283748894,1dd92c3f-644e-4c20-8224-03e65e553dcb,251,2.4527479767842366,0.6287367343902588
253,0.40770596283748894,1dd92c3f-644e-4c20-8224-03e65e553dcb,251,2.4527479767842366,0.6287367343902588
254,0.40770596283748894,1dd92c3f-644e-4c20-8224-03e65e553dcb,251,2.4527479767842366,0.6287367343902588
255,0.40770596283748894,1dd92c3f-644e-4c20-8224-03e65e553dcb,251,2.4527479767842366,0.6287367343902588
256,0.40770596283748894,1dd92c3f-644e-4c20-8224-03e65e553dcb,251,2.4527479767842366,0.6287367343902588
257,0.40770596283748894,1dd92c3f-644e-4c20-8224-03e65e553dcb,251,2.4527479767842366,0.6287367343902588
258,0.40770596283748894,1dd92c3f-644e-4c20-8224-03e65e553dcb,251,2.4527479767842366,0.6287367343902588
259,0.40770596283748894,1dd92c3f-644e-4c20-8224-03e65e553dcb,251,2.4527479767842366,0.6287367343902588
